5/1/2004,18:38,31.25,-0.99,30.26
5/1/2004,18:34,56.25,-1.54,54.71
5/1/2004,18:31,31.25,-0.99,30.26
5/1/2004,18:04,61.25,-1.65,59.6
5/1/2004,18:03,65.75,0,65.75
5/1/2004,17:56,31.25,-0.99,30.26
5/1/2004,17:46,44.25,0,44.25
5/1/2004,17:43,25.75,-0.87,24.88
5/1/2004,16:57,31.25,-0.99,30.26
5/1/2004,16:45,53,-1.47,51.53
5/1/2004,16:44,51.25,-1.43,49.82
5/1/2004,16:43,51.25,-1.43,49.82
5/1/2004,16:42,49.25,-1.38,47.87
5/1/2004,16:41,25.25,-0.86,24.39
5/1/2004,16:31,41.25,-1.21,40.04
5/1/2004,16:26,41.25,-1.21,40.04
5/1/2004,16:22,21.25,-0.77,20.48
5/1/2004,16:19,21.25,-0.77,20.48
5/1/2004,16:04,46.25,-1.32,44.93
5/1/2004,15:56,65.25,-1.74,63.51
5/1/2004,15:50,26.25,-0.88,25.37
5/1/2004,15:47,19.25,-0.72,18.53
5/1/2004,15:36,55.25,-1.52,53.73
5/1/2004,15:33,9.25,-0.5,8.75
5/1/2004,15:30,26.25,-0.88,25.37
5/1/2004,15:27,43.25,-1.25,42
5/1/2004,15:27,56.25,-1.54,54.71
5/1/2004,15:15,55.25,-1.52,53.73
5/1/2004,15:14,41.25,-1.21,40.04
5/1/2004,15:12,77.25,-2,75.25
5/1/2004,15:03,25.25,-0.86,24.39
5/1/2004,14:48,31.25,-0.99,30.26
5/1/2004,14:26,91.25,-2.31,88.94
5/1/2004,14:25,71.25,-1.87,69.38
5/1/2004,14:21,55.25,-1.52,53.73
5/1/2004,14:16,71.25,-1.87,69.38
5/1/2004,14:08,30.25,-0.97,29.28
5/1/2004,13:57,26.25,-0.88,25.37
5/1/2004,13:50,19.25,-0.72,18.53
5/1/2004,13:49,56.25,-1.54,54.71
5/1/2004,13:45,71.25,-1.87,69.38
5/1/2004,13:29,19.25,-0.72,18.53
5/1/2004,13:28,46.25,-1.32,44.93
5/1/2004,13:28,31.25,-0.99,30.26
5/1/2004,13:27,71.25,-1.87,69.38
5/1/2004,13:25,21.25,-0.77,20.48
5/1/2004,13:19,30.25,-0.97,29.28
5/1/2004,13:19,25.25,-0.86,24.39
5/1/2004,13:19,21.25,-0.77,20.48
5/1/2004,13:15,31.25,-0.99,30.26
5/1/2004,13:12,45.25,-1.3,43.95
5/1/2004,12:59,56.25,-1.54,54.71
5/1/2004,12:48,31.25,-0.99,30.26
5/1/2004,12:48,43.25,-1.25,42
5/1/2004,12:42,25.25,-0.86,24.39
5/1/2004,12:37,51.25,-1.43,49.82
5/1/2004,12:35,56.25,-1.54,54.71
5/1/2004,12:31,26.75,-0.89,25.86
5/1/2004,12:31,26.25,-0.88,25.37
5/1/2004,12:30,31.25,-0.99,30.26
5/1/2004,12:29,36.25,-1.1,35.15
5/1/2004,12:29,42.25,-1.23,41.02
5/1/2004,12:17,31.25,-0.99,30.26
5/1/2004,12:08,71.25,-1.87,69.38
5/1/2004,11:58,52.25,-1.45,50.8
5/1/2004,11:44,31.25,-0.99,30.26
5/1/2004,11:34,13.25,-0.59,12.66
5/1/2004,11:24,71.25,-1.87,69.38
5/1/2004,11:23,84.75,0,84.75
5/1/2004,11:23,31.25,-0.99,30.26
5/1/2004,11:22,19.25,-0.72,18.53
5/1/2004,11:20,21.25,-0.77,20.48
5/1/2004,11:19,27.25,-0.9,26.35
5/1/2004,11:18,41.25,-1.21,40.04
5/1/2004,11:17,21.25,-0.77,20.48
5/1/2004,11:13,51.25,-1.43,49.82
5/1/2004,11:09,26.25,-0.88,25.37
5/1/2004,11:05,25.25,-0.86,24.39
5/1/2004,10:58,27.25,-0.9,26.35
5/1/2004,10:56,25.25,-0.86,24.39
5/1/2004,10:56,25.25,-0.86,24.39
5/1/2004,10:53,25.25,-0.86,24.39
5/1/2004,10:50,31.25,-0.99,30.26
5/1/2004,10:48,43.25,-1.25,42
5/1/2004,10:40,25.25,-0.86,24.39
5/1/2004,10:39,61.25,-1.65,59.6
5/1/2004,10:37,31.25,-0.99,30.26
5/1/2004,10:29,43.25,-1.25,42
5/1/2004,10:23,71.25,-1.87,69.38
5/1/2004,10:21,19.25,-0.72,18.53
5/1/2004,10:20,71.25,-1.87,69.38
5/1/2004,10:19,19.25,-0.72,18.53
5/1/2004,10:14,49.25,-1.38,47.87
5/1/2004,10:09,25.25,-0.86,24.39
5/1/2004,10:06,31.25,-0.99,30.26
5/1/2004,10:04,42.25,-1.23,41.02
5/1/2004,9:57,83.25,-2.13,81.12
5/1/2004,9:46,41.25,-1.21,40.04
5/1/2004,9:44,56.25,-1.54,54.71
5/1/2004,9:43,60.25,-1.63,58.62
5/1/2004,9:41,36.25,-1.1,35.15
5/1/2004,9:38,31.25,-0.99,30.26
5/1/2004,9:35,19.25,-0.72,18.53
5/1/2004,9:23,31.25,-0.99,30.26
5/1/2004,9:20,25.25,-0.86,24.39
5/1/2004,9:14,25.25,-0.86,24.39
5/1/2004,9:13,51.25,-1.43,49.82
5/1/2004,9:13,25.25,-0.86,24.39
5/1/2004,9:12,21.25,-0.77,20.48
5/1/2004,9:06,19.25,-0.72,18.53
5/1/2004,9:05,31.25,-0.99,30.26
5/1/2004,9:04,31.25,-0.99,30.26
5/1/2004,9:02,11.25,-0.55,10.7
5/1/2004,9:01,21.25,-0.77,20.48
5/1/2004,8:50,7.25,-0.46,6.79
5/1/2004,8:46,57.75,-1.57,56.18
5/1/2004,8:44,21.25,-0.77,20.48
5/1/2004,8:40,49.25,-1.38,47.87
5/1/2004,8:37,31.25,-0.99,30.26
5/1/2004,8:34,31.25,-0.99,30.26
5/1/2004,8:18,37.25,0,37.25
5/1/2004,8:03,31.25,-0.99,30.26
5/1/2004,8:01,31.25,-0.99,30.26
5/1/2004,7:55,25.25,-0.86,24.39
5/1/2004,7:54,31.25,-0.99,30.26
5/1/2004,7:52,25.25,-0.86,24.39
5/1/2004,7:50,68.25,-1.8,66.45
5/1/2004,7:49,26.25,-0.88,25.37
5/1/2004,7:31,25.25,-0.86,24.39
5/1/2004,7:29,70.25,-1.85,68.4
5/1/2004,7:28,31.25,0,31.25
5/1/2004,7:26,51.25,-1.43,49.82
5/1/2004,7:26,31.25,-0.99,30.26
5/1/2004,7:26,19.25,-0.72,18.53
5/1/2004,7:26,64.25,0,64.25
5/1/2004,7:22,57.25,-1.56,55.69
5/1/2004,7:20,49.25,-1.38,47.87
5/1/2004,7:19,61.25,-1.65,59.6
5/1/2004,7:17,21.25,-0.77,20.48
5/1/2004,7:16,31.25,-0.99,30.26
5/1/2004,7:16,49.25,-1.38,47.87
5/1/2004,7:15,25.25,-0.86,24.39
5/1/2004,7:11,61.25,-1.65,59.6
5/1/2004,7:11,31.25,-0.99,30.26
5/1/2004,7:10,37.25,-1.12,36.13
5/1/2004,7:07,37.25,-1.12,36.13
5/1/2004,7:05,31.25,-0.99,30.26
5/1/2004,7:01,55.25,-1.52,53.73
5/1/2004,7:00,36.25,-1.1,35.15
5/1/2004,6:57,31.25,-0.99,30.26
5/1/2004,6:57,19.25,-0.72,18.53
5/1/2004,6:53,37.25,-1.12,36.13
5/1/2004,6:51,71.25,-1.87,69.38
5/1/2004,6:51,31.25,-0.99,30.26
5/1/2004,6:49,47.25,-1.34,45.91
5/1/2004,6:49,25.25,-0.86,24.39
5/1/2004,6:48,51.25,-1.43,49.82
5/1/2004,6:47,19.25,-0.72,18.53
5/1/2004,6:41,19.25,-0.72,18.53
5/1/2004,6:40,60.25,-1.63,58.62
5/1/2004,6:38,43.25,-1.25,42
5/1/2004,6:35,43.25,-1.25,42
5/1/2004,6:32,24.25,-0.83,23.42
5/1/2004,6:30,61.25,-1.65,59.6
5/1/2004,6:30,21.25,-0.77,20.48
5/1/2004,6:26,43.25,-1.25,42
5/1/2004,6:25,35.25,-1.08,34.17
5/1/2004,6:25,71.25,-1.87,69.38
5/1/2004,6:22,55.25,-1.52,53.73
5/1/2004,6:22,19.25,-0.72,18.53
5/1/2004,6:20,25.25,-0.86,24.39
5/1/2004,6:17,13.25,-0.59,12.66
5/1/2004,6:15,25.25,-0.86,24.39
5/1/2004,6:12,31.25,-0.99,30.26
5/1/2004,6:10,27.25,0,27.25
5/1/2004,6:10,30.25,-0.97,29.28
5/1/2004,6:08,31.25,-0.99,30.26
5/1/2004,6:06,53.25,-1.47,51.78
5/1/2004,6:06,26.25,-0.88,25.37
5/1/2004,6:05,19.25,-0.72,18.53
5/1/2004,6:05,19.25,-0.72,18.53
5/1/2004,6:02,43.25,-1.25,42
5/1/2004,5:59,37.25,-1.12,36.13
5/1/2004,5:54,71.25,-1.87,69.38
5/1/2004,5:52,21.25,-0.77,20.48
5/1/2004,5:51,25.25,-0.86,24.39
5/1/2004,5:49,37.25,-1.12,36.13
5/1/2004,5:48,71.25,-1.87,69.38
5/1/2004,5:48,71.25,-1.87,69.38
5/1/2004,5:47,19.25,0,19.25
5/1/2004,5:44,37.25,-1.12,36.13
5/1/2004,5:42,43.25,-1.25,42
5/1/2004,5:39,31.25,-0.99,30.26
5/1/2004,5:38,31.25,-0.99,30.26
5/1/2004,5:32,25.25,-0.86,24.39
5/1/2004,5:30,25.25,-0.86,24.39
5/1/2004,5:28,42.25,-1.23,41.02
5/1/2004,5:28,51.25,-1.43,49.82
5/1/2004,5:27,19.25,-0.72,18.53
5/1/2004,5:26,31.25,-0.99,30.26
5/1/2004,5:26,37.25,-1.12,36.13
5/1/2004,5:22,67.25,-1.78,65.47
5/1/2004,5:21,71.25,-1.87,69.38
5/1/2004,5:20,25.25,-0.86,24.39
5/1/2004,5:19,54.25,-1.49,52.76
5/1/2004,5:18,42.25,-1.23,41.02
5/1/2004,5:13,45.25,-1.3,43.95
5/1/2004,5:13,63.25,-1.69,61.56
5/1/2004,5:13,37.25,-1.12,36.13
5/1/2004,5:11,19.25,-0.72,18.53
5/1/2004,5:09,21.25,-0.77,20.48
5/1/2004,5:06,44.25,-1.27,42.98
5/1/2004,5:05,31.25,-0.99,30.26
5/1/2004,5:04,61.25,-1.65,59.6
5/1/2004,5:00,43.25,-1.25,42
5/1/2004,4:54,31.25,-0.99,30.26
5/1/2004,4:54,71.25,-1.87,69.38
5/1/2004,4:54,61.25,-1.65,59.6
5/1/2004,4:50,41.25,-1.21,40.04
5/1/2004,4:48,71.25,-1.87,69.38
5/1/2004,4:47,31.25,-0.99,30.26
5/1/2004,4:46,25.25,-0.86,24.39
5/1/2004,4:43,31.25,-0.99,30.26
5/1/2004,4:42,41.25,-1.21,40.04
5/1/2004,4:34,31.25,-0.99,30.26
5/1/2004,4:31,25.25,-0.86,24.39
5/1/2004,4:27,21.25,-0.77,20.48
5/1/2004,4:22,31.25,-0.99,30.26
5/1/2004,4:22,31.25,-0.99,30.26
5/1/2004,4:21,25.25,-0.86,24.39
5/1/2004,4:21,55.25,-1.52,53.73
5/1/2004,4:16,25.25,-0.86,24.39
5/1/2004,4:13,19.25,-0.72,18.53
5/1/2004,4:12,37.25,-1.12,36.13
5/1/2004,4:09,31.25,-0.99,30.26
5/1/2004,4:07,52.5,-1.46,51.04
5/1/2004,4:00,31.25,-0.99,30.26
5/1/2004,3:56,31.25,-0.99,30.26
5/1/2004,3:34,37.25,-1.12,36.13
5/1/2004,3:31,43.25,-1.25,42
5/1/2004,3:25,37.25,-1.12,36.13
5/1/2004,3:20,31.25,-0.99,30.26
5/1/2004,3:14,71.25,-1.87,69.38
5/1/2004,3:06,31.25,-0.99,30.26
5/1/2004,1:20,21.25,-0.77,20.48
